original_path,original_name,new_name,产品分类,产品系列,产品编码,核心规格,包装类型,日期,版本,渠道,状态,设计图号,客户,备注,file_hash,duplicate_group,thumbnail_path
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B25-125MM,8H-100PCS-20230616-V1.pdf","涂附-拉绒片-B25-125MM,8H-100PCS-20230616-V1.pdf","涂附-拉绒片-B25-125MM,8H-100PCS-20230616-V1.pdf",涂附,B25,B25,15H,彩盒,20230616,V1,其他,进行中,,,,3496f7d562a3379934ccdcd5b279ac2a0947381420335566519db7f2186eef91,,thumbnails/fe9215423f953b819449076a996d6d15.jpg
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B65-125MM,8H-50PCS-20250715-V1.pdf","涂附-拉绒片-B65-125MM,8H-50PCS-20250715-V1.pdf","涂附-拉绒片-B65-125MM,8H-50PCS-20250715-V1.pdf",涂附,B65,B65,125_8H,彩盒,20250715,V1,其他,进行中,,,,5ed16332059a7cec5e53d30dd8fc4ba29fcad6f338d0f470a9c249550bb17154,,thumbnails/56c75fae2469b3a3a22f2962365c2ad7.jpg
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B65-150MM,49H-50PCS-20250715-V1.pdf","涂附-拉绒片-B65-150MM,49H-50PCS-20250715-V1.pdf","涂附-拉绒片-B65-150MM,49H-50PCS-20250715-V1.pdf",涂附,B65,B65,150_49H,彩盒,20250715,V1,其他,进行中,,,,469e2161b720ad4e2922d22436d2f7fcb982584f366b5be990330b33ca920d8b,,thumbnails/03e89d5850426e848c36eb13dbe722fd.jpg
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B65-225MM,多孔-25PCS-20250715-V1.pdf","涂附-拉绒片-B65-225MM,多孔-25PCS-20250715-V1.pdf","涂附-拉绒片-B65-225MM,多孔-25PCS-20250715-V1.pdf",涂附,B65,B65,25PCS,彩盒,20250715,V1,其他,进行中,,,,81fe2af9726a336f71cc6ae167317b40f56d1e37ce4f95ae9290f59aa45b6320,,thumbnails/2f6b4eef57dca50f1b41808dcac01c63.jpg
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B65-50MM,15H-100PCS-20231222-V1.pdf","涂附-拉绒片-B65-50MM,15H-100PCS-20231222-V1.pdf","涂附-拉绒片-B65-50MM,15H-100PCS-20231222-V1.pdf",涂附,B65,B65,15H,彩盒,20231222,V1,其他,进行中,,,,a47e08672949b2fcc1f63d4278130d779d8ecf11d0e0e31c1cbdd0b85736dba0,,thumbnails/7672cd626f90074c2f7c20302f463cd1.jpg
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-B66-B66-125MM,8H-50PCS-20230918-V1.pdf","涂附-B66-B66-125MM,8H-50PCS-20230918-V1.pdf","涂附-B66-B66-125MM,8H-50PCS-20230918-V1.pdf",涂附,B66,B66,125_8H,标签,20230918,V1,其他,进行中,,,,fac4fc6e54977e5af81df5db17d9ca7418325adff6e0cd2422c392b86f156f89,,thumbnails/5f255c79a56de4fc1da222b0993f059d.jpg
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B66-150MM,蝴蝶孔-50PCS-20240910-V1.pdf","涂附-拉绒片-B66-150MM,蝴蝶孔-50PCS-20240910-V1.pdf","涂附-拉绒片-BA88-150MM,蝴蝶孔-50PCS-20240910-V1.pdf",涂附,B66,B66,150,彩盒,20240910,V1,其他,进行中,,,,4db7ded0e195815ad41b82434d5407acc876f1e60507aa02d371dceb061b298b,,thumbnails/bbd0668d1f86eb30451180a70c583f13.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-BCG10-BCG10-125MM-50PCS-20240621-V1.pdf,涂附-BCG10-BCG10-125MM-50PCS-20240621-V1.pdf,涂附-BCG10-BCG10-125MM-50PCS-20240621-V1.pdf,涂附,BCG10,BCG10,125,标签,20240621,V1,其他,进行中,,,,f3a1b127e16d614b681dc045192e4c91b86f57e085757c1cb95fde329b198002,,thumbnails/b7fb407465d3b0fecc04b9e0bb9a2b0a.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-BCG10-BCG10-150MM-50PCS-20231117-V1.pdf,涂附-BCG10-BCG10-150MM-50PCS-20231117-V1.pdf,涂附-BCG10-BCG10-150MM-50PCS-20231117-V1.pdf,涂附,BCG10,BCG10,150,标签,20231117,V1,其他,进行中,,,,22c97a002716cbad24b75c1ff173245af98858b3575560a7f8f7c2ecd70537d3,,thumbnails/88a61b9dfe76aa4d653beab3994e62d8.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BCG8-150MM-50PCS-20250630-V1.pdf,涂附-拉绒片-BCG8-150MM-50PCS-20250630-V1.pdf,涂附-拉绒片-BCG8-150MM-50PCS-20250630-V1.pdf,涂附,BCG8,BCG8,50PCS,彩盒,20250630,V1,其他,进行中,,,,504d25a64baf22eaa875beab2ee74d7e223ed0b6596a7ce705a92480a4843a70,,thumbnails/5255d0ddeb4576977cdf7240b78e658c.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-BD8-待补充-20251027-V1.pdf,涂附-BD8-待补充-20251027-V1.pdf,涂附-BD8-待补充-20251027-V1.pdf,涂附,BD8,BD8,待补充,信封包装,20251027,V1,其他,进行中,,,,2623961f7ba9bedf2553b1b014ff90f1094f28cd17f4944d364a3b5819d2d309,,thumbnails/eb5e9b22562de3665b4337bf2d6edb00.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-BD8-210X115_210X115M-20251103-V1.pdf,涂附-BD8-210X115_210X115M-20251103-V1.pdf,涂附-BD8-210X115_210X115M-20251103-V1.pdf,涂附,BD8,BD8,210X115_210X115M,信封包装,20251103,V1,其他,进行中,,,,a010cd874835b6756eee4dcef9cc662492a7078d035e15fb50dd57637b604583,,thumbnails/2c1fad157d9eda1b1acbe9b01882a003.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-BD8-210X115_210X115M-20251111-V1.pdf,涂附-BD8-210X115_210X115M-20251111-V1.pdf,涂附-BD8-210X115_210X115M-20251111-V1.pdf,涂附,BD8,BD8,210X115_210X115M,信封包装,20251111,V1,其他,进行中,,,,8c1ec39fdbd516df2f0570d3e258bed8ae45167f2217e1921d0f0839587ee30d,,thumbnails/2c6639c625c54a27caf73170d7816304.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BD9-29X35-20250909-V1.pdf,涂附-拉绒片-BD9-29X35-20250909-V1.pdf,涂附-拉绒片-BD9老版-未知-30PCS-20250909-V1.pdf,涂附,BD9,BD9,29X35,彩盒,20250909,V1,其他,进行中,,,,3a153df333bc26919a58175757ebe556c61dc8f303b279735cd7ebeb661a1e2b,,thumbnails/f34617051b7bfe848aaeadbbf0285c5b.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-点修-BD9-老版-20251111-V1.pdf,涂附-点修-BD9-老版-20251111-V1.pdf,涂附-点修-BD9老版-未知-30PCS-20251111-V1.pdf,涂附,BD9,BD9,180X70_20,彩盒,20251111,V1,其他,进行中,,,,33595da8872f5fb4e800b91be2e4cf5651be575ebb31cb2f65f1f3b8e18ba268,,thumbnails/2c719dd0f234999a13a661efce67fb37.jpg
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-海绵片-BDL9海绵-150MM,多孔-20PCS-20250617-V1.pdf","涂附-海绵片-BDL9海绵-150MM,多孔-20PCS-20250617-V1.pdf","涂附-海绵片-BDL9海绵-150MM,多孔-20PCS-20250617-V1.pdf",涂附,BDL9,BDL9,150,标签,20250617,V1,其他,进行中,,,,5658016ede619d7b6ee7f969a02c7219f4ee6dda493006ffe5e31c41c933d166,,thumbnails/e94369f0c6dbe436936d96e84421590d.jpg
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-150MM,蝴蝶孔-50PCS-20240722-V1.pdf","涂附-拉绒片-150MM,蝴蝶孔-50PCS-20240722-V1.pdf","涂附-拉绒片-150MM,蝴蝶孔-50PCS-20240722-V1.pdf",涂附,BDL9,BDL9,150,标签,20240722,V1,其他,进行中,,,,10b30c7558b00de00c1f11d3c499c0d44cf03d7d2e64ed045a8c5fe8b5603f17,,thumbnails/af94f6504b06247cdce1304a712c8467.jpg
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BDL9-150MM,15H-100PCS-20231222-V1.pdf","涂附-拉绒片-BDL9-150MM,15H-100PCS-20231222-V1.pdf","涂附-拉绒片-BDL9-150MM,15H-100PCS-20231222-V1.pdf",涂附,BDL9,BDL9,15H,彩盒,20231222,V1,其他,进行中,,,,51e877f81ce6a03dfb0bad735f009de6961d21b6c2556a53fa37a42a7e58ad4a,,thumbnails/a10a1a2f3277fb29fe378ff2a9dbf339.jpg
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BDL9-150MM,蝴蝶孔-50PCS-20230613-V1.pdf","涂附-拉绒片-BDL9-150MM,蝴蝶孔-50PCS-20230613-V1.pdf","涂附-拉绒片-BDL9-150MM,蝴蝶孔-50PCS-20230613-V1.pdf",涂附,BDL9,BDL9,50PCS,彩盒,20230613,V1,亚马逊,进行中,,,,3416586167667996185562ccdf6a445615ccc838b164a2a9af48d75da5858b20,,thumbnails/4e7e8208d9d6704a746aedd2d612bf2e.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BDL9-150MM，多孔-20250620-V1.pdf,涂附-拉绒片-BDL9-150MM，多孔-20250620-V1.pdf,涂附-拉绒片-BDL9多孔海绵-150MM，多孔-20PCS-20250620-V1.pdf,涂附,BDL9,BDL9,待补充,彩盒,20250620,V1,其他,进行中,,,,467b051aac8d60d70720ae4be6720cf10cb0cdcdc09338c489161f17afa5cdb1,,thumbnails/833a03d0d80c2edabb429d632d3d6215.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-海绵片-150MM，多孔-15pcs-20230912-V1.pdf,涂附-海绵片-150MM，多孔-15pcs-20230912-V1.pdf,涂附-海绵片-150MM，多孔-15pcs-20230912-V1.pdf,涂附,BF12,BF12,150,标签,20230912,V1,其他,进行中,,,,d26340dd50346f750b04982c5a3910f9bedfae59504e13f71d80e4701d9de5fb,,thumbnails/8b2dbbff63d0947956a8343f58bf1198.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BF12-150MM，多孔-15PCS-20230616-V1.pdf,涂附-拉绒片-BF12-150MM，多孔-15PCS-20230616-V1.pdf,涂附-拉绒片-BF12-150MM，多孔-15PCS-20230616-V1.pdf,涂附,BF12,BF12,15PCS,彩盒,20230616,V1,其他,进行中,,,,51d7d152ebff26d3858910b92c527441237e9cccb10f94ffd3fcc6ed46bf7d8b,,thumbnails/f1a315d9649fe9afc2321398a4140873.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BF77PRO-150MM，15H-50PCS-20250617-V1.pdf,涂附-拉绒片-BF77PRO-150MM，15H-50PCS-20250617-V1.pdf,涂附-拉绒片-BF77PRO-150MM，15H-50PCS-20250617-V1.pdf,涂附,BF77PRO,BF77PRO,15H,标签,20250617,V1,其他,进行中,,,,cdf0df68f1aeebcaca5b3acf14479350d6de209be6d2de26477a3c46fb0cfe50,,thumbnails/9866caa78be1028e0bc1d031f7ffaeec.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BF78-150MM，15H-50PCS-20250617-V1.pdf,涂附-拉绒片-BF78-150MM，15H-50PCS-20250617-V1.pdf,涂附-拉绒片-BF78-150MM，15H-50PCS-20250617-V1.pdf,涂附,BF78,BF78,15H,标签,20250617,V1,其他,进行中,,,,3e16ca3c7c6c3feeb7576793be67ac0e8f5a2e9ca8eefc116db191caf97e5e9c,,thumbnails/2e08601156f87fd26b84e66c82137a5f.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BF78-150MM，多孔-50PCS-20250715-V1.pdf,涂附-拉绒片-BF78-150MM，多孔-50PCS-20250715-V1.pdf,涂附-拉绒片-BF78-150MM，47H-50PCS-20250715-V1.pdf,涂附,BF78,BF78,50PCS,彩盒,20250715,V1,其他,进行中,,,通用,8230a4d9d2b0ad1e5ce35946f7352d6e4afb82679d52e116a7fd88e774f11c9a,,thumbnails/5c1e3bcac191105a5d577bf8e203c1e5.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-无纺布-无纺布-310X240-20251103-V1.pdf,涂附-无纺布-无纺布-310X240-20251103-V1.pdf,涂附-无纺布-无纺布-310X240-20251103-V1.pdf,涂附,无纺布,无纺布,310X240,彩盒,20251103,V1,其他,进行中,,,通用；单混,4d33e5a3cd208305692eaa5b140d0574ff75947e00ef35b0882ac66f884c479c,,thumbnails/8e41058f7197b07519ba3ece79975cb7.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-海绵块-BS03_BS04Œ-20250825-V1.pdf,涂附-海绵块-BS03_BS04Œ-20250825-V1.pdf,涂附-海绵块-BS03_BS04Œ-20250825-V1.pdf,涂附,BS03,BS03,待补充,标签,20250825,V1,其他,进行中,,,,80744710c30b3010b89e4fb4b7d1af171969e46dbc5547ab0a50a1b97e58e479,,thumbnails/8cbd3c0df001620cd1a4488be30bfd53.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-拉绒片-待补充-20251222-V1.pdf,涂附-拉绒片-拉绒片-待补充-20251222-V1.pdf,涂附-拉绒片-通用-150MM-15PCS-20251222-V1.pdf,涂附,拉绒片,拉绒片,待补充,彩盒,20251222,V1,其他,进行中,,,,0da4da913ffcf9323b38066122cc8e4fc8a6d4f79c307831584252a85a4385d0,,thumbnails/3f756deb4d525aaa4495dd525c0902fb.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BT77-150MM，15H-50PCS-20250715-V1.pdf,涂附-拉绒片-BT77-150MM，15H-50PCS-20250715-V1.pdf,涂附-拉绒片-BT77(1000以细)-150MM，15H-50PCS-20250715-V1.pdf,涂附,BT77,BT77,50PCS,彩盒,20250715,V1,其他,进行中,,,,d9174bac9968ced2b7d7deacd338e7ba54640cd4bb03152731134f0ad109fe28,,thumbnails/267c82c18a771932ca67d37e1d55c6f6.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BT77-150MM，15H-50PCS-20250704-V1.pdf,涂附-拉绒片-BT77-150MM，15H-50PCS-20250704-V1.pdf,涂附-拉绒片-BT77-150MM，15H-50PCS-20250704-V1.pdf,涂附,BT77,BT77,150_15H,标签,20250704,V1,其他,进行中,,,,f3b788766c160599fab68b128ff6abdc19ba0479b26cb6e75b45b3f619c774bb,,thumbnails/31d46182eda058cafc364043f416bfe4.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BT77-150MM，15H-50PCS-20250611-V1.pdf,涂附-拉绒片-BT77-150MM，15H-50PCS-20250611-V1.pdf,涂附-拉绒片-BT77-150MM，15H-50PCS-20250611-V1.pdf,涂附,BT77,BT77,150_15H,标签,20250611,V1,其他,进行中,,,高度不够,fc6e2724530cf54db98803fa6ca94ede00315e83e59f7ee7ac25cb86140e2ca7,,thumbnails/d4210c1608d63fc2815c4e31376de824.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒卷-BT77-70mmX12m-20250620-V1.pdf,涂附-拉绒卷-BT77-70mmX12m-20250620-V1.pdf,涂附-卷-BT77-70mmX12m-1PCS-20250620-V1.pdf,涂附,BT77,BT77,70X12,彩盒,20250620,V1,其他,进行中,FPD10032,,,11985d8a27bef78e9e182b9fc3fa762fbda819d9ea56850c12e4bfbf5ff9bd0c,,thumbnails/f207b44d2cfef0aadcafe57b87abb86c.jpg
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒条-BT77-70X198_20MM,通用-25PCS-20250715-V1.pdf","涂附-拉绒条-BT77-70X198_20MM,通用-25PCS-20250715-V1.pdf","涂附-条-BT77-70X198_20MM,通用-25PCS-20250715-V1.pdf",涂附,BT77,BT77,70X198-70X420_70X198,彩盒,20250715,V1,其他,进行中,,,,496794c360c158c61201ec9695e5b24d1cbdc399013713402b2bb7667c065135,,thumbnails/f95879a9b682e8a58e01f057864cbb35.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-胶条-EMT1-EMT1-20240109-V1.pdf,涂附-胶条-EMT1-EMT1-20240109-V1.pdf,涂附-胶条-EMT1-EMT1-20240109-V1.pdf,涂附,EMT1,EMT1,待补充,彩盒,20240109,V1,其他,进行中,FPD10016,,,5b79d69926dbc593c1f3f50520ccffc1ea6b5e3a0541752274beb988ee95ba12,,thumbnails/192f1f7e1d84b2839d649e357ebf18e9.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-点修-FPD00004-32mm-500PCS-20230613-V1.pdf,涂附-点修-FPD00004-32mm-500PCS-20230613-V1.pdf,涂附-点修-FPD00004-32mm-500PCS-20230613-V1.pdf,涂附,拉绒片,拉绒片,32,彩盒,20230613,V1,其他,进行中,FPD00004,,,9e26aad2de964f5b4c29abc24a145a8d2b821e458f83cfc11732d5987e7574c0,,thumbnails/1ba3d32b4752322f3c68a605e3551302.jpg
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-b65-125mm,8h-100PCS-20230616-V1.pdf","涂附-拉绒片-b65-125mm,8h-100PCS-20230616-V1.pdf","涂附-拉绒片-B65-125MM,8H-100PCS-20230616-V1.pdf",涂附,F65,F65,8H,彩盒,20230616,V1,其他,进行中,FPD00006,,混装,a22aea0095105c4c2cadd315b6685bce6f14663867fd9c055a61119257a43a03,,thumbnails/c0b8fb8682bd4105e64b1b1b42cbe369.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-b65-150MM，15H-100PCS-20230616-V1.pdf,涂附-拉绒片-b65-150MM，15H-100PCS-20230616-V1.pdf,涂附-拉绒片-B65-150MM，15H-100PCS-20230616-V1.pdf,涂附,F65,F65,15H,彩盒,20230616,V1,其他,进行中,FPD00007,,混装,c4eef17d68f5db4dba2ce53f373d1db8c332a338ba0430bc73619f5596ea195b,,thumbnails/25371a3e82c9079f8118372fbd413ecc.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-砂纸卷-FPD00008-70mmX18M-20230616-V1.pdf,涂附-砂纸卷-FPD00008-70mmX18M-20230616-V1.pdf,涂附-卷-B66-70mmX18M-20230616-V1.pdf,涂附,F15,F15,70X18M,彩盒,20230616,V1,其他,进行中,FPD00008,,,6713d0bfad2a5bd95fb1a8c537ca28a6b91c8ee72b6dba2942455495f6afcf33,,thumbnails/57f39eeae0f60f66cc1bbd4380c10eec.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒卷-BDL9-115mmX12M-20230616-V1.pdf,涂附-拉绒卷-BDL9-115mmX12M-20230616-V1.pdf,涂附-卷-BDL9-115mmX12M-20230616-V1.pdf,涂附,F737,F737,115X12M,彩盒,20230616,V1,其他,进行中,FPD00009,,,7e5546088428a692e80e3374a3bfb587b2fe080e593528c2607bca54bc2fe3d8,,thumbnails/bea37ac5c51a5ef0b7ffe5f8f3526735.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-FPD00011-36PCS-36PCS-20230616-V1.pdf,涂附-拉绒片-FPD00011-36PCS-36PCS-20230616-V1.pdf,涂附-条-FPD00011-90PCS-36PCS-20230616-V1.pdf,涂附,拉绒片,拉绒片,36PCS,彩盒,20230616,V1,其他,进行中,FPD00011,,,439125aae69d79841184c10f6932d8f1049101fd5a157092329607fc2f8bf715,,thumbnails/3d5d43d58eccaa7feee38b79e6ebf476.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-FPD00012-42PCS-42PCS-20230616-V1.pdf,涂附-拉绒片-FPD00012-42PCS-42PCS-20230616-V1.pdf,涂附-条-FPD00012-90PCS-42PCS-20230616-V1.pdf,涂附,拉绒片,拉绒片,42PCS,彩盒,20230616,V1,其他,进行中,FPD00012,,,9c1af5ffd5fdd0690348f78612a9fd941ed0734333b7ea44edaa9dcc363ab8a7,,thumbnails/79ca6ce03e4291dcc66f82cb02959f03.jpg
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-FPD00013-90PCS-90PCS-20230616-V1.pdf,涂附-拉绒片-FPD00013-90PCS-90PCS-20230616-V1.pdf,涂附-条-FPD00013-90PCS-90PCS-20230616-V1.pdf,涂附,拉绒片,拉绒片,90PCS,彩盒,20230616,V1,其他,进行中,FPD00013,,,bb3ee02521bc72f728f4bac3a1992b486f389f61dcfdedcf65f80c286a64676d,,thumbnails/3333e4ab54413b22e84fe36ba3695fd0.jpg
